1706408576.000000	752621184.000000
1475042560.000000	308708576.000000
1790023552.000000	108658560.000000
2105481344.000000	1363175040.000000
2136828800.000000	285430208.000000
114166608.000000	1371270912.000000
823735104.000000	1547359744.000000
198415776.000000	1480507648.000000
1711003392.000000	439536416.000000
70896072.000000	1773296896.000000
1398733696.000000	1310231040.000000
53067024.000000	209934944.000000
1321101952.000000	1668952704.000000
1174020864.000000	1461143552.000000
249839904.000000	1392965376.000000
2145586560.000000	2138004992.000000
299229984.000000	1956248448.000000
2064907008.000000	1473145472.000000
688836864.000000	2089253504.000000
227200096.000000	2022904704.000000
1246691968.000000	678182016.000000
78058064.000000	341366720.000000
1821874432.000000	2070427008.000000
362479840.000000	276473824.000000
2049770624.000000	1385394176.000000
548141504.000000	433375904.000000
643310848.000000	1301020672.000000
822489792.000000	601208512.000000
2062352128.000000	1964412800.000000
1209894528.000000	1996510720.000000
1987032064.000000	164708336.000000
2120956800.000000	1207997312.000000
533659136.000000	138778416.000000
80548304.000000	2038380160.000000
1913801216.000000	1222496000.000000
1900678016.000000	307748416.000000
649115136.000000	1013009536.000000
935952960.000000	1978736000.000000
107726248.000000	323505824.000000
1708899968.000000	1298432768.000000
1731808768.000000	10013271.000000
1311033984.000000	109557864.000000
710766400.000000	227635936.000000
44565040.000000	2133523840.000000
1982550784.000000	625634816.000000
790343168.000000	1254459520.000000
314973216.000000	1822099328.000000
1960877696.000000	763816320.000000
654712832.000000	848632384.000000
2071128320.000000	2041426048.000000
201690752.000000	421030400.000000
1434039936.000000	1824322688.000000
1655575040.000000	850805888.000000
1174311680.000000	222509280.000000
1520942080.000000	1763301376.000000
1773314560.000000	735728064.000000
845285952.000000	1105267200.000000
1332903040.000000	936864960.000000
922905152.000000	1556052352.000000
34203508.000000	1377468160.000000
484443968.000000	757972288.000000
432587936.000000	824546688.000000
1588363008.000000	799417216.000000
1648049536.000000	245982000.000000
139924336.000000	95592192.000000
516622592.000000	1571694208.000000
1248533248.000000	341615072.000000
1192420992.000000	1950662528.000000
25688196.000000	756624768.000000
372442432.000000	219249008.000000
954977088.000000	1546630272.000000
504413792.000000	2145757056.000000
935138368.000000	1800263040.000000
1208831616.000000	1837316864.000000
1067301312.000000	1858043520.000000
468532192.000000	1243035136.000000
2067581824.000000	1551745280.000000
203678864.000000	901120128.000000
1147102080.000000	1508461184.000000
1604053376.000000	1851728384.000000
1275939072.000000	1287026432.000000
1628641536.000000	2120675968.000000
1923854848.000000	376988640.000000
1133613440.000000	673578880.000000
892827840.000000	1949543040.000000
1348689664.000000	1506055808.000000
1504329216.000000	1847804928.000000
1500584320.000000	1853103488.000000
1542936704.000000	291984000.000000
2543861.000000	561932288.000000
1804967424.000000	462754432.000000
2014499712.000000	471076032.000000
1372196224.000000	1725065600.000000
1086043136.000000	70694968.000000
1922423424.000000	371814656.000000
1658841088.000000	542612928.000000
515805216.000000	1050878720.000000
1427867392.000000	1139998976.000000
1813577856.000000	292176480.000000
94235904.000000	413997152.000000
1920052992.000000	558922112.000000
259243376.000000	1442925568.000000
1148545536.000000	1276898560.000000
1568882560.000000	1759827584.000000
174276272.000000	543998592.000000
1006752960.000000	1571426432.000000
2042502528.000000	1979243776.000000
1556825728.000000	873769088.000000
944464064.000000	1267214976.000000
1639029632.000000	495385248.000000
1037998144.000000	719403776.000000
1770282496.000000	1150387200.000000
142902528.000000	1553803392.000000
1845979904.000000	1050666304.000000
1464663424.000000	1956480384.000000
367918848.000000	1940215808.000000
1235657728.000000	1237232768.000000
366647680.000000	627162240.000000
239506208.000000	236719584.000000
780718144.000000	1935530240.000000
1359473024.000000	413782496.000000
245542560.000000	1787471104.000000
513756576.000000	1254491904.000000
374223296.000000	1802368256.000000
150269888.000000	1458220672.000000
30140780.000000	2013252992.000000
1016156480.000000	1188268032.000000
594587776.000000	1800423296.000000
703605952.000000	1159059072.000000
968055808.000000	293084000.000000
85816136.000000	20785720.000000
1258018432.000000	1335974656.000000
1963136896.000000	1321473920.000000
1558193536.000000	1624666112.000000
1412712832.000000	55159408.000000
468941888.000000	191427984.000000
1978899072.000000	624702272.000000
1879194240.000000	714484416.000000
369369088.000000	345172064.000000
1803392768.000000	105933840.000000
2119186816.000000	519638976.000000
1707907072.000000	1833533440.000000
1486473088.000000	987859648.000000
2146918656.000000	155011184.000000
448095200.000000	42595448.000000
63381168.000000	967490816.000000
155981792.000000	533911328.000000
1855385216.000000	1321399680.000000
798582144.000000	2119118592.000000
26794396.000000	1266095104.000000
1457523072.000000	63811324.000000
688513600.000000	495736288.000000
1210220672.000000	1288938496.000000
1634110592.000000	420224096.000000
526157952.000000	1579589760.000000
2099228800.000000	1290019584.000000
976069440.000000	497861120.000000
1485720832.000000	1659652224.000000
1814663424.000000	315058976.000000
357654432.000000	1485155840.000000
305162976.000000	115274928.000000
649186240.000000	421035584.000000
1742435200.000000	461144768.000000
432779776.000000	357087840.000000
1623182848.000000	393533760.000000
457345088.000000	459574176.000000
955310464.000000	933222272.000000
74677128.000000	1145858688.000000
1566082688.000000	18047536.000000
1597637376.000000	1708787712.000000
851323712.000000	2092240640.000000
442618144.000000	1549382528.000000
1061551040.000000	1827393152.000000
2142452096.000000	1928338944.000000
1266011136.000000	728730752.000000
844005696.000000	352622880.000000
773658496.000000	1571174144.000000
2032318848.000000	1493191936.000000
1850279808.000000	368610048.000000
762143808.000000	317614976.000000
777189184.000000	1325979008.000000
111717656.000000	1219488896.000000
217863888.000000	1732499584.000000
1750547200.000000	186394784.000000
1895182464.000000	1783946624.000000
1728703616.000000	1200700800.000000
602599680.000000	599022528.000000
278932032.000000	23838154.000000
1952177024.000000	1664150784.000000
245397856.000000	273900512.000000
626523392.000000	1070704512.000000
494394944.000000	1089403520.000000
435111840.000000	1400181888.000000
1768791936.000000	379230176.000000
696845184.000000	137908000.000000
1463886976.000000	383452096.000000
1602941056.000000	1474034304.000000
1059050304.000000	1575604736.000000
1761999488.000000	1820804864.000000
1457267840.000000	662113792.000000
1862814592.000000	1509698304.000000
2108720768.000000	1038487872.000000
1062326016.000000	317930688.000000
1982081408.000000	240169216.000000
514069728.000000	867019456.000000
1937724032.000000	79995624.000000
1169399168.000000	1140593152.000000
393291360.000000	284635296.000000
663865472.000000	1604510976.000000
1742418944.000000	14599652.000000
398051776.000000	1360710656.000000
687261312.000000	1058822400.000000
486943424.000000	2000992768.000000
1674313984.000000	1746311552.000000
260941728.000000	101459224.000000
1611157504.000000	984098176.000000
2022586112.000000	2123756416.000000
294203392.000000	1572394752.000000
1812563968.000000	937428416.000000
1804447872.000000	128801184.000000
208796800.000000	179149984.000000
1319743104.000000	1594688256.000000
1879323520.000000	1378195968.000000
835223360.000000	1713034496.000000
1727634048.000000	395705312.000000
1756416000.000000	430158688.000000
1488981120.000000	2125685888.000000
1979195008.000000	296193600.000000
2042505216.000000	1975924480.000000
2077383680.000000	1506025344.000000
342639872.000000	155963264.000000
132235976.000000	1541057536.000000
965968640.000000	217742272.000000
1155170688.000000	426439392.000000
555240576.000000	631048896.000000
810198848.000000	812134912.000000
259339504.000000	764037376.000000
2142233344.000000	2129942016.000000
1695492736.000000	2138663040.000000
386884672.000000	829973056.000000
1260131712.000000	1275643264.000000
1253845376.000000	2143300608.000000
292010560.000000	601629184.000000
430069984.000000	1085556736.000000
444098432.000000	187032080.000000
342995328.000000	359970048.000000
1901027584.000000	786738304.000000
1004480576.000000	475231328.000000
901670720.000000	719512640.000000
1350561536.000000	12167610.000000
824302528.000000	1456911232.000000
73464968.000000	13276755.000000
2143218688.000000	1083641984.000000
1074821376.000000	68214664.000000
898187712.000000	1691227776.000000
819387392.000000	1461706112.000000
1457522944.000000	10835780.000000
612464960.000000	2073232896.000000
1011305984.000000	1749533568.000000
1936565632.000000	1042534912.000000
1402504960.000000	1455404416.000000
94659008.000000	132077320.000000
607308608.000000	1156049024.000000
1875561600.000000	1099139584.000000
1111307136.000000	1508979328.000000
818406912.000000	1078639488.000000
1091916288.000000	1935609728.000000
871768128.000000	891871872.000000
960086592.000000	1087651328.000000
631395520.000000	1946589568.000000
1260811904.000000	1858274304.000000
1869110016.000000	1450782976.000000
1376532096.000000	570851264.000000
172901168.000000	334091328.000000
1376626304.000000	240354432.000000
1695758848.000000	2109466752.000000
94060464.000000	631647616.000000
1787696640.000000	1790417792.000000
742073728.000000	701369088.000000
62864780.000000	1515774592.000000
446930464.000000	1853380864.000000
1641506944.000000	881271744.000000
1773143680.000000	1538846720.000000
479014432.000000	365791456.000000
164897344.000000	585746560.000000
296537152.000000	1110409984.000000
413709248.000000	1425709312.000000
1996560512.000000	18163556.000000
352254880.000000	1790241408.000000
2030595840.000000	21978040.000000
2131444864.000000	1728881152.000000
213045152.000000	1578871040.000000
1221805184.000000	78021648.000000
779390720.000000	2000741760.000000
1369032704.000000	1963878912.000000
1669776128.000000	842255552.000000
1723527296.000000	1815963136.000000
1207326208.000000	1163799552.000000
1529591040.000000	1349187200.000000
1934933760.000000	1686340736.000000
649266944.000000	1694488320.000000
972713920.000000	83987264.000000
102150816.000000	1062976192.000000
705733952.000000	821790848.000000
843768832.000000	454405728.000000
35803236.000000	588846144.000000
20233456.000000	827730048.000000
905751680.000000	248848384.000000
102106496.000000	1242038656.000000
1058433856.000000	1685142400.000000
379914336.000000	1471139200.000000
1139618688.000000	580726400.000000
1744525952.000000	2103441536.000000
1305145088.000000	199461344.000000
1885801984.000000	1126633344.000000
673638016.000000	1092595200.000000
1176582528.000000	387585344.000000
1450561536.000000	1646352000.000000
320659136.000000	1278733312.000000
1733139072.000000	8811866.000000
597657984.000000	1164428032.000000
1992158080.000000	1768942208.000000
2017790592.000000	617891456.000000
1859930112.000000	750426112.000000
288084896.000000	2119897088.000000
1443552768.000000	770880320.000000
1351606784.000000	667999232.000000
623957184.000000	435687808.000000
635149120.000000	948649024.000000
2075282304.000000	1929102336.000000
874213888.000000	373467520.000000
761052864.000000	601436736.000000
100305032.000000	2050796416.000000
1182046080.000000	64130784.000000
72942648.000000	420964160.000000
1585392128.000000	767701440.000000
389160064.000000	670600640.000000
1288492032.000000	1430066560.000000
33009028.000000	259467072.000000
231880576.000000	1000938496.000000
1771818752.000000	321093920.000000
989093184.000000	1675433344.000000
2111121152.000000	975941888.000000
1924590848.000000	1613050368.000000
1394668928.000000	598786560.000000
972254080.000000	1852389632.000000
306342656.000000	121399216.000000
24711956.000000	1733307008.000000
1797437696.000000	406647680.000000
827611840.000000	1206758016.000000
1974459520.000000	1870380416.000000
393497408.000000	265520368.000000
1695586944.000000	216135888.000000
475602976.000000	1681989504.000000
535444288.000000	1728595968.000000
2049689856.000000	707483520.000000
235433184.000000	159779440.000000
1135721344.000000	891299456.000000
356866112.000000	199070624.000000
797857216.000000	912828544.000000
617734464.000000	1751535104.000000
1872934272.000000	1770111360.000000
1355934592.000000	924077120.000000
1330724864.000000	1897646208.000000
956920640.000000	1005888768.000000
728785536.000000	10853034.000000
276373408.000000	783896448.000000
1000032320.000000	1122282880.000000
656788736.000000	1971960320.000000
1553072640.000000	1475635328.000000
35635184.000000	1192232960.000000
1352012416.000000	1455278976.000000
199094720.000000	271068352.000000
470138976.000000	340250112.000000
1253078656.000000	555960832.000000
160012256.000000	1267996160.000000
890623872.000000	1870813184.000000
647406656.000000	2032946560.000000
1783109120.000000	99074832.000000
1104963584.000000	1978131456.000000
1988984448.000000	592546112.000000
1376442496.000000	1833749120.000000
808548352.000000	117874248.000000
2089834624.000000	228991232.000000
1704626560.000000	1465337088.000000
510086432.000000	1495423616.000000
803218944.000000	1740261760.000000
2011330048.000000	1862098944.000000
54865356.000000	1002313664.000000
1558274432.000000	333985408.000000
1601981568.000000	1307944064.000000
1031273472.000000	1718286720.000000
1603749632.000000	345121792.000000
444196608.000000	1678680064.000000
1509327872.000000	1239375104.000000
1831921152.000000	1549160192.000000
